# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_1_model
# start_datetime = 2022-03-23 19:37:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\jlhdfy51.json
# init = 2 (Default)
# random
#   seed = 14905
# output
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\code_1-20220323203741.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5
0,0,135.981,118,142,132,124,147
0,0,12.1419,16,11,15,14,12
0,0,36.5003,30,41,33,27,35
0,0,99.4877,101,91,105,98,94
0,0,43.8795,34,46,51,48,37
0,0,17.0739,21,18,21,17,14
0,0,36.7803,48,29,38,52,29
0,0,115.802,133,116,126,98,109
0,0,78.2207,73,83,69,74,91
0,0,42.4921,47,48,41,47,45
0,0,205.032,212,218,182,215,201
0,0,25.2401,24,16,24,24,32
0,0,98.5733,102,117,97,97,94
0,0,7.88157,9,15,6,7,12
0,0,113.835,122,133,129,113,131
0,0,76.7489,96,84,70,88,89
0,0,126.977,129,145,101,132,124
0,0,208.087,204,239,220,209,195
0,0,99.5074,105,99,96,97,109
0,0,35.3582,31,38,27,44,32
0,0,7.40988,4,14,15,9,11
0,0,37.244,43,35,38,40,35
0,0,38.2307,39,45,45,39,25
0,0,22.2246,19,24,25,24,25
0,0,111.782,88,105,136,114,116
0,0,7.65128,7,2,8,7,10
0,0,94.0992,91,92,98,102,93
0,0,66.474,67,60,67,75,57
0,0,194.166,191,197,189,187,184
0,0,2.46314,4,0,2,2,2
0,0,97.8824,98,112,101,108,114
0,0,155.185,171,173,169,178,156
0,0,72.6905,77,71,72,70,79
0,0,81.7384,79,92,82,66,89
0,0,94.2492,77,103,93,104,97
0,0,175.15,182,196,190,175,178
0,0,74.1305,70,79,75,65,61
0,0,280.795,297,285,298,283,247
0,0,76.9217,89,62,94,73,87
0,0,233.87,213,227,260,225,235
0,0,271.63,266,311,264,242,277
0,0,302.413,310,293,286,283,257
0,0,70.5696,58,89,66,70,74
0,0,13.1717,15,14,6,20,19
0,0,86.5267,77,109,99,92,80
0,0,18.3553,20,20,20,17,17
0,0,36.1296,38,39,43,37,33
0,0,25.0526,20,24,25,24,26
0,0,154.738,169,160,151,138,174
0,0,147.166,154,144,160,146,162
0,0,24.7553,26,32,29,30,23
0,0,146.969,147,132,140,149,133
0,0,114.921,95,121,116,117,118
0,0,142.766,138,151,116,125,134
0,0,25.5138,25,29,21,19,26
0,0,61.7528,60,69,59,59,50
0,0,64.5826,53,68,71,48,64
0,0,98.1854,102,94,96,109,109
0,0,21.0137,25,22,16,10,25
0,0,49.9453,37,39,51,49,48
0,0,30.4516,26,30,26,43,29
0,0,116.527,111,111,100,144,124
0,0,49.6275,50,62,46,45,44
0,0,91.6814,101,101,82,89,82
0,0,65.6146,71,73,72,76,74
0,0,111.831,103,107,111,117,86
0,0,25.6096,27,28,29,33,25
0,0,11.2519,10,13,14,10,9
0,0,66.1868,84,75,74,73,74
0,0,57.6089,57,58,72,64,36
0,0,188.105,181,190,186,184,187
0,0,121.451,121,128,105,129,113
0,0,157.2,153,157,161,171,173
0,0,129.587,142,117,138,142,134
0,0,109.89,129,129,101,117,123
0,0,68.5829,71,64,66,77,69
0,0,430.772,437,413,413,407,407
0,0,80.362,97,73,84,87,73
0,0,116.439,106,123,121,115,104
0,0,2.69922,6,0,2,3,2
0,0,211.02,238,212,240,207,204
0,0,138.438,127,120,127,139,131
0,0,13.768,11,15,13,17,15
0,0,11.793,13,13,10,14,14
0,0,91.6538,88,85,98,87,87
0,0,121,107,142,115,110,120
0,0,177.509,199,162,177,168,176
0,0,31.6047,24,35,38,34,28
0,0,277.758,264,314,274,274,274
0,0,225.79,238,245,229,225,223
0,0,150.634,164,163,168,163,132
0,0,40.9905,44,39,36,46,52
0,0,67.3214,65,66,60,58,61
0,0,108.029,117,104,88,105,109
0,0,23.9891,19,23,19,23,32
0,0,10.4795,8,14,9,9,17
0,0,14.0517,18,12,14,14,14
0,0,50.5205,50,46,50,49,45
0,0,167.092,163,186,140,181,153
0,0,222.353,215,207,233,242,218
0,0,143.746,149,163,149,134,130
0,0,64.9353,64,68,61,60,68
0,0,164.83,157,157,165,173,156
0,0,34.2836,28,42,34,30,38
0,0,208.028,220,203,214,217,208
0,0,26.8818,28,26,28,24,25
0,0,106.862,134,92,108,105,115
0,0,111.112,115,102,113,102,100
0,0,188.687,201,223,184,154,177
0,0,182.45,190,186,170,175,189
0,0,4.46256,1,3,5,2,2
0,0,34.8356,39,39,44,36,49
0,0,325.158,326,350,319,361,345
0,0,57.9828,55,51,45,53,62
0,0,33.3599,25,31,32,51,28
0,0,163.863,140,154,164,173,173
0,0,204.257,228,206,195,207,214
0,0,157.508,153,169,167,174,178
0,0,2.00058,1,4,6,5,1
0,0,20.0216,18,23,24,21,21
0,0,170.601,174,167,155,203,182
0,0,231.753,220,234,242,238,223
0,0,5.84889,6,9,8,5,7
0,0,166.166,160,149,159,172,162
0,0,56.6045,52,64,55,54,63
0,0,200.616,199,180,203,175,195
0,0,91.9763,96,96,81,93,105
0,0,174.237,181,154,175,168,159
0,0,107.574,103,105,116,123,109
0,0,166.762,166,164,153,147,144
0,0,66.8684,81,53,71,68,72
0,0,80.0119,83,82,95,60,83
0,0,81.9242,77,77,70,94,78
0,0,28.7224,27,28,29,22,28
0,0,106.115,100,106,109,89,104
0,0,115.67,129,105,115,102,114
0,0,68.8876,71,71,74,76,56
0,0,1.09624,2,0,0,0,3
0,0,105.224,100,125,101,120,99
0,0,61.9809,65,59,57,60,67
0,0,45.3866,46,33,33,43,44
0,0,7.52699,5,8,8,12,7
0,0,110.222,112,95,91,130,121
0,0,158.752,161,155,175,159,156
0,0,128.962,133,128,124,103,133
0,0,230.767,232,230,216,248,241
0,0,87.0169,84,91,70,87,78
0,0,45.6361,38,44,57,48,46
0,0,10.417,8,10,10,16,6
0,0,66.1709,63,85,64,68,68
0,0,175.872,166,166,171,193,166
0,0,177.898,168,199,176,163,168
0,0,67.8813,66,78,68,61,91
0,0,77.3432,78,83,82,92,86
0,0,85.5723,73,95,86,92,77
0,0,83.0614,89,73,83,97,88
0,0,287.663,293,286,282,267,302
0,0,5.52085,5,5,5,4,6
0,0,23.3805,34,29,27,24,23
0,0,5.32084,7,7,5,7,6
0,0,9.98204,5,9,11,11,11
0,0,57.3309,61,56,60,59,45
0,0,58.64,42,49,56,74,53
0,0,182.008,171,190,184,173,191
0,0,21.3149,21,27,19,23,17
0,0,151.543,164,170,157,147,130
0,0,71.4954,53,62,74,67,83
0,0,19.9912,22,15,22,22,19
0,0,110.55,106,123,111,100,117
0,0,41.7569,38,41,44,33,44
0,0,0.221245,0,0,0,0,0
0,0,26.9398,32,24,25,24,23
0,0,211.035,188,200,201,217,215
0,0,11.7701,10,11,5,11,13
0,0,0.995073,1,1,2,1,1
0,0,137.359,144,147,126,146,119
0,0,181.633,176,176,194,170,170
0,0,96.3036,110,91,95,94,105
0,0,59.9388,47,63,57,57,58
0,0,194.069,192,202,201,188,200
0,0,90.361,92,93,85,82,81
0,0,25.4254,26,40,19,25,14
0,0,215.608,218,210,219,220,190
0,0,86.6982,88,83,91,89,93
0,0,97.2253,106,83,87,101,102
0,0,1.6183,1,3,3,3,1
0,0,23.3957,23,21,20,16,29
0,0,23.0226,26,21,25,34,14
0,0,10.9654,12,6,14,12,9
0,0,185.135,203,189,212,171,174
0,0,68.0108,64,71,67,53,79
0,0,65.3671,54,66,64,68,68
0,0,6.89344,4,10,6,6,10
0,0,7.07108,7,6,8,11,7
0,0,119.601,104,122,114,111,114
0,0,101.467,89,81,106,88,88
0,0,128.445,134,107,136,123,122
0,0,104.992,108,90,92,122,112
0,0,145.999,146,151,162,148,147
0,0,148.786,146,131,148,165,150
0,0,204.671,205,196,196,228,200
0,0,66.3129,73,54,68,66,74
0,0,104.577,93,116,101,107,95
0,0,131.541,151,151,135,127,139
0,0,187.69,176,188,171,191,177
0,0,143.008,134,134,151,149,147
0,0,190.168,179,210,184,189,204
0,0,314.267,306,300,294,311,318
0,0,205.989,202,195,186,217,176
0,0,324.393,318,307,340,321,334
0,0,131.26,126,119,128,121,151
0,0,12.7395,8,9,15,9,13
0,0,37.2379,41,39,35,39,38
0,0,112.966,116,122,123,109,125
0,0,104.239,105,102,98,123,128
0,0,21.5363,29,27,20,21,30
0,0,37.3809,29,35,33,38,46
0,0,83.3138,78,75,93,95,91
0,0,45.4172,47,54,40,38,46
0,0,166.659,150,165,174,159,178
0,0,200.719,182,186,180,190,221
0,0,39.8214,44,45,49,32,37
0,0,11.649,10,14,19,12,10
0,0,99.1617,112,97,101,92,96
0,0,241.097,233,220,253,256,222
0,0,62.0895,52,49,66,64,63
0,0,35.6061,44,40,36,30,30
0,0,134.244,148,121,140,131,145
0,0,147.559,152,140,165,136,147
0,0,10.8795,7,15,11,11,7
0,0,189.081,210,175,190,194,202
0,0,31.1339,34,46,16,34,31
0,0,7.81368,12,5,5,12,7
0,0,3.50129,4,2,7,8,3
0,0,86.2559,91,73,94,93,81
0,0,2.96837,4,2,2,3,3
0,0,34.6363,26,27,40,33,33
0,0,14.9451,14,17,17,7,16
0,0,46.9959,48,46,50,48,58
0,0,103.715,114,101,113,109,85
0,0,49.7467,50,69,68,53,64
0,0,166.477,172,160,151,171,170
0,0,101.958,96,103,110,81,87
0,0,162.29,166,156,161,148,167
0,0,58.9935,53,63,60,65,63
0,0,230.45,249,251,222,207,243
0,0,4.59055,5,3,10,5,6
0,0,46.0584,49,57,42,43,44
0,0,166.068,170,168,163,179,159
0,0,85.197,86,89,92,65,68
0,0,217.956,211,222,227,211,226
0,0,34.4123,35,36,32,35,26
0,0,60.6697,66,59,62,57,59
0,0,156.037,161,146,180,134,188
0,0,72.0049,60,75,71,73,67
0,0,133.745,138,148,158,141,123
0,0,197.91,211,175,185,192,222
0,0,27.4389,25,29,31,27,32
0,0,77.8538,88,61,75,78,87
0,0,301.51,266,289,330,291,325
0,0,53.9101,56,48,45,64,70
0,0,215.19,224,178,216,200,239
0,0,1.51347,2,3,3,2,5
0,0,17.7817,27,15,18,30,16
0,0,94.419,102,98,91,97,106
0,0,285.654,286,291,282,277,308
0,0,4.36173,4,4,4,6,3
0,0,219.829,217,206,223,219,228
0,0,139.742,147,146,112,150,134
0,0,14.9569,16,17,11,9,11
0,0,6.27712,7,6,6,5,5
0,0,9.25456,6,8,11,12,13
0,0,212.5,215,229,200,225,212
0,0,242.772,210,236,240,223,238
0,0,101.467,109,104,112,110,102
0,0,144.98,113,150,132,146,137
0,0,29.9812,35,24,30,34,31
0,0,114.243,118,117,130,112,139
0,0,212.583,226,202,218,231,238
0,0,72.3627,79,66,64,73,71
0,0,66.8408,70,61,59,67,70
0,0,148.498,144,152,165,144,158
0,0,48.0392,45,46,50,48,57
0,0,40.7473,43,42,48,44,44
0,0,74.2511,72,81,61,82,80
0,0,271.487,300,271,306,295,267
0,0,98.2724,95,87,89,80,117
0,0,288.948,266,277,285,284,329
0,0,142.992,147,137,162,153,147
0,0,164.017,182,156,160,152,155
0,0,145.713,157,152,145,151,153
0,0,253.716,237,252,247,237,240
0,0,37.3812,39,40,39,31,41
0,0,194.95,197,193,195,184,211
0,0,141.72,131,128,139,142,144
0,0,81.9515,91,73,89,91,90
0,0,120.265,114,122,116,114,128
0,0,22.2943,27,22,16,28,22
0,0,78.0024,86,73,84,88,86
0,0,17.0362,21,12,19,14,21
0,0,20.8184,22,23,14,21,40
0,0,121.523,131,129,110,115,115
0,0,123.637,113,125,141,128,128
0,0,37.0064,41,42,48,46,36
0,0,114.597,100,105,124,110,107
0,0,143.497,137,135,123,144,153
0,0,100.298,95,105,100,126,121
0,0,23.5514,28,16,26,23,26
0,0,200.36,200,192,208,198,192
0,0,8.78791,12,9,7,9,7
0,0,111.577,123,128,112,118,126
0,0,63.1248,64,73,56,56,63
0,0,92.5354,91,112,107,74,84
0,0,42.9084,52,49,49,54,42
0,0,1.37746,2,2,4,2,1
0,0,0.334296,0,0,0,1,0
0,0,101.719,116,97,92,101,112
0,0,13.0747,20,12,13,14,12
0,0,79.2512,78,79,73,79,79
0,0,158.323,159,135,161,145,171
0,0,251.373,224,229,238,251,251
0,0,115.749,114,110,103,125,128
0,0,46.1641,41,54,35,42,51
0,0,20.7578,17,17,17,28,16
0,0,54.1592,57,60,62,45,52
0,0,77.3851,69,62,80,79,79
0,0,113.474,101,109,121,112,124
0,0,99.3281,103,92,96,128,103
0,0,185.183,203,200,160,170,188
0,0,49.8092,51,46,47,37,38
0,0,84.0955,84,86,82,93,91
0,0,184.237,197,199,175,190,200
0,0,6.42428,2,8,9,10,9
0,0,231.818,227,255,202,219,251
0,0,0.935191,0,0,1,2,0
0,0,46.2233,44,50,41,52,55
0,0,5.40807,6,4,4,1,3
0,0,101.773,109,105,111,99,118
0,0,232.121,203,247,247,229,230
0,0,209.795,222,203,213,222,179
0,0,10.0438,21,17,18,4,15
0,0,57.4313,46,61,59,52,61
0,0,215.104,220,219,200,195,213
0,0,212.138,202,205,220,222,215
0,0,19.471,17,18,17,23,20
0,0,176.864,148,178,197,167,174
0,0,3.00262,3,4,3,6,6
0,0,99.383,114,101,90,109,118
0,0,135.969,126,136,130,147,145
0,0,44.3877,43,51,52,53,46
0,0,86.8167,77,94,108,94,87
0,0,8.1577,7,11,11,7,11
0,0,159.937,185,163,159,154,196
0,0,219.683,191,215,242,211,212
0,0,225.258,217,201,229,198,238
0,0,53.962,59,55,63,39,36
0,0,110.434,106,100,102,123,115
0,0,158.962,168,167,165,170,178
0,0,168.533,156,198,177,161,165
0,0,47.2156,50,46,47,47,52
0,0,66.9966,60,58,92,68,55
0,0,13.0341,15,14,12,14,13
0,0,140.151,146,136,150,125,144
0,0,233.807,198,220,253,243,237
0,0,83.6925,87,94,83,99,88
0,0,287.517,296,297,278,262,309
0,0,214.987,222,202,212,226,199
0,0,35.8669,22,36,35,41,38
0,0,93.275,79,92,89,102,81
0,0,188.236,181,189,206,202,190
0,0,33.992,34,35,33,38,36
0,0,163.099,165,144,156,165,160
0,0,92.9998,106,80,101,90,89
0,0,3.51253,4,2,4,1,3
0,0,149.581,141,170,146,153,123
0,0,121.414,122,118,139,111,130
0,0,9.41187,10,12,7,9,9
0,0,65.0783,56,49,75,60,60
0,0,70.0118,71,61,92,72,66
0,0,10.7558,11,11,13,9,13
0,0,21.8139,26,25,23,18,23
0,0,124.598,136,111,122,109,131
0,0,62.4989,50,81,63,61,56
0,0,232.957,240,210,203,199,202
0,0,90.1075,108,93,89,81,81
0,0,32.3621,35,32,35,29,32
0,0,28.2012,26,29,28,26,30
0,0,145.885,142,123,149,158,134
0,0,55.269,58,49,59,48,45
0,0,253.548,270,275,268,257,255
0,0,27.0029,27,27,27,22,25
0,0,23.9286,25,10,34,22,19
0,0,84.6943,81,89,92,83,78
0,0,40.9744,45,42,40,52,41
0,0,277.685,295,259,260,277,262
0,0,124.559,124,129,138,116,136
0,0,65.0583,68,67,71,55,62
0,0,80.7083,83,87,71,84,71
0,0,210.539,233,195,215,215,221
0,0,236.077,249,249,206,252,239
0,0,59.2252,62,42,58,60,69
0,0,5.98168,2,7,4,2,10
0,0,124.442,129,124,113,128,125
0,0,38.6315,48,40,35,43,40
0,0,235.469,262,244,222,229,230
0,0,48.3337,40,44,52,46,45
0,0,106.245,89,117,92,105,122
0,0,44.4818,45,46,46,41,52
0,0,33.9851,37,31,46,42,39
0,0,33.0305,31,30,38,33,35
0,0,151.985,126,143,144,166,151
0,0,190.814,212,173,199,185,194
0,0,5.65725,5,5,9,3,4
0,0,118.013,114,101,110,122,124
0,0,173.502,192,175,148,178,160
0,0,220.155,232,189,211,191,224
0,0,17.7996,23,15,13,13,13
0,0,94.2116,90,89,87,95,103
0,0,132.919,134,143,109,118,134
0,0,78.2313,87,96,81,100,79
0,0,72.4067,56,75,81,65,87
0,0,139.468,140,146,136,156,141
0,0,123.151,138,120,126,115,123
0,0,70.2637,75,66,68,74,69
0,0,69.8426,62,75,72,74,63
0,0,139.886,130,141,128,130,154
0,0,7.24173,9,11,7,8,10
0,0,138.141,148,150,140,122,133
0,0,301.938,312,321,309,317,280
0,0,26.8766,18,22,29,22,33
0,0,93.0925,90,107,84,101,93
0,0,173.906,162,179,179,190,156
0,0,184.97,187,175,179,192,175
0,0,104.867,114,99,122,109,115
0,0,61.194,45,53,41,60,66
0,0,141.399,130,130,133,138,129
0,0,290.166,277,291,312,300,322
0,0,4.68562,5,2,3,4,3
0,0,44.6899,43,53,42,45,40
0,0,192.913,202,198,218,176,171
0,0,90.9631,93,89,108,104,94
0,0,30.5069,28,26,29,28,27
0,0,31.8279,29,36,31,30,23
0,0,11.3197,16,10,10,11,5
0,0,91.9871,93,92,95,121,97
0,0,108.987,100,114,111,115,107
0,0,46.6615,48,43,49,46,52
0,0,185.463,187,174,182,191,188
0,0,165.211,174,171,162,152,175
0,0,51.6461,45,56,38,44,53
0,0,37.5346,37,32,31,35,36
0,0,110.193,102,114,125,104,131
0,0,202.186,206,211,207,188,210
0,0,118.955,109,137,101,127,113
0,0,56.0644,64,56,56,49,71
0,0,74.6243,62,88,80,78,72
0,0,52.9739,55,51,58,53,55
0,0,29.7523,26,28,31,39,27
0,0,194.503,192,182,202,187,193
0,0,112.809,107,109,101,111,128
0,0,195.251,168,209,201,202,189
0,0,198.052,198,194,189,184,187
0,0,50.8591,67,54,50,35,43
0,0,211.379,210,222,211,205,223
0,0,84.5615,97,70,78,95,106
0,0,126.054,108,150,121,125,126
0,0,45.3631,46,43,42,45,35
0,0,54.8364,67,58,49,50,51
0,0,205.535,222,214,210,226,200
0,0,64.3494,80,63,57,66,64
0,0,52.1848,54,57,49,54,46
0,0,55.0594,49,45,53,42,59
0,0,97.5186,105,106,94,105,106
0,0,4.54135,4,5,4,7,7
0,0,66.2438,74,62,84,71,65
0,0,104.421,102,106,102,98,102
0,0,213.495,215,221,217,209,215
0,0,70.8919,76,73,70,78,72
0,0,26.3775,27,28,32,23,24
0,0,282.924,262,278,309,285,288
0,0,33.8578,30,34,35,42,34
0,0,41.8735,38,36,43,42,42
0,0,162.696,167,167,172,157,149
0,0,41.2106,52,34,38,53,42
0,0,11.8963,10,8,16,19,13
0,0,88.711,92,87,81,85,84
0,0,10.7475,16,12,12,10,7
0,0,109.803,98,115,107,106,95
0,0,107.907,115,101,113,84,109
0,0,69.3165,57,70,62,74,59
0,0,130.955,133,133,129,125,107
0,0,337.548,345,311,354,329,329
0,0,98.973,88,105,93,94,100
0,0,70.6136,64,75,83,72,68
0,0,81.2479,79,86,93,76,74
0,0,196.951,204,208,172,204,202
0,0,174.794,177,152,178,182,166
0,0,188.435,187,186,216,189,202
0,0,185.199,198,211,179,161,187
0,0,1.61624,0,2,4,3,2
0,0,26.9391,20,24,29,35,24
0,0,308.72,286,316,336,320,299
0,0,70.0355,61,66,54,83,62
0,0,126.041,133,134,138,108,162
0,0,287.81,288,289,299,300,281
0,0,69.6565,72,63,57,65,80
0,0,156.488,162,147,153,155,163
0,0,70.5054,70,77,68,81,60
0,0,125.205,104,121,145,111,135
0,0,114.877,117,122,113,139,111
0,0,117.139,125,115,103,118,109
0,0,63.0967,41,72,63,71,62
0,0,270.968,259,286,239,297,307
0,0,0.0821146,0,0,0,0,0
0,0,20.9615,21,28,15,27,25
0,0,230.321,236,237,242,255,225
0,0,138.058,142,150,132,148,121
0,0,76.796,74,82,80,62,76
0,0,55.4434,60,71,61,53,53
0,0,15.614,11,21,23,19,11
0,0,21.8031,12,22,20,16,28
0,0,112.957,112,111,122,107,121
0,0,4.75326,3,8,1,4,3
0,0,69.0315,56,57,63,78,59
0,0,126.876,124,120,102,140,134
0,0,75.6677,86,77,85,86,77
0,0,116.929,109,117,121,112,119
0,0,113.249,119,120,107,122,117
0,0,106.524,98,111,90,111,122
0,0,138.17,120,151,135,126,121
0,0,71.9014,69,73,66,70,67
0,0,37.39,44,44,29,23,33
0,0,34.0037,31,22,32,37,41
0,0,131.933,139,119,125,129,117
0,0,92.1834,92,90,102,103,100
0,0,81.6804,87,96,76,89,76
0,0,46.9408,46,50,55,54,45
0,0,51.3356,37,52,56,56,45
0,0,51.6376,48,59,37,46,54
0,0,157.2,145,131,151,174,167
0,0,142.181,143,144,144,147,135
0,0,17.0141,21,17,26,12,11
0,0,51.7215,49,49,49,45,51
0,0,24.1794,22,14,26,20,21
0,0,145.467,163,148,141,130,128
0,0,100.621,104,102,102,100,98
0,0,150.331,136,146,184,132,163
0,0,1.65537,1,1,0,1,0
0,0,51.2138,54,44,47,50,43
0,0,143.275,147,138,168,131,120
0,0,37.1889,31,38,51,36,47
0,0,63.3824,53,71,60,66,63
0,0,225.883,214,226,229,207,180
0,0,78.2897,76,82,85,78,78
0,0,80.9573,78,91,91,74,73
0,0,81.4141,83,88,80,80,70
0,0,180.94,208,173,193,174,182
0,0,38.366,36,42,33,31,37
0,0,7.7224,6,11,6,14,6
0,0,31.5076,26,30,26,29,23
0,0,41.0612,37,45,43,44,56
0,0,157.66,155,152,159,156,176
0,0,73.3676,79,75,61,67,77
0,0,72.8525,93,80,71,77,88
0,0,26.4037,24,28,27,28,36
0,0,106.458,104,113,102,111,124
0,0,125.134,125,129,129,129,138
0,0,59.6567,56,56,62,61,65
0,0,41.789,48,45,40,36,49
0,0,7.29492,5,2,7,10,11
0,0,19.9656,20,21,20,25,17
0,0,52.6237,46,41,56,46,58
0,0,17.5431,16,15,9,15,22
0,0,210.918,176,235,208,216,198
0,0,12.2496,10,12,10,13,11
0,0,127.367,104,155,113,105,120
0,0,32.4226,39,43,31,26,26
0,0,125.574,121,129,117,108,119
0,0,67.2496,64,66,60,65,56
0,0,103.895,100,109,99,109,100
0,0,2.71924,3,2,3,4,2
0,0,110.732,115,123,108,125,103
0,0,38.048,46,31,41,47,44
0,0,104.23,123,108,121,115,105
0,0,134.139,152,141,137,146,106
0,0,46.0334,50,49,43,62,45
0,0,98.1697,104,85,108,102,95
0,0,49.2218,54,49,59,46,47
0,0,282.633,287,247,297,289,298
0,0,36.3969,47,44,43,38,35
0,0,77.3182,75,84,81,90,83
