# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_1_model
# start_datetime = 2022-03-08 09:52:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmpx06grlgv\2nv8c57a.json
# init = 2 (Default)
# random
#   seed = 58755
# output
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmpx06grlgv\code_1-20220308105245.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5
0,0,26.8888,27,31,28,30,25
0,0,52.5488,55,54,53,63,35
0,0,70.0753,60,59,70,70,71
0,0,133.622,145,137,129,120,145
0,0,63.3845,59,64,79,60,66
0,0,280.23,302,308,254,307,250
0,0,338.235,352,353,329,329,355
0,0,51.945,49,43,54,64,47
0,0,22.1893,19,26,28,19,27
0,0,154.614,159,138,138,173,156
0,0,175.673,194,186,184,151,177
0,0,101.057,74,105,105,97,99
0,0,28.7439,28,19,28,37,19
0,0,68.4603,68,68,73,58,64
0,0,9.19055,9,6,14,10,5
0,0,50.6236,53,55,60,53,57
0,0,30.8023,25,30,30,32,30
0,0,29.0274,20,26,33,29,38
0,0,17.3989,19,17,19,12,17
0,0,272.099,258,289,260,288,295
0,0,185.567,191,193,170,193,160
0,0,143.971,133,136,149,157,137
0,0,83.2979,82,77,91,75,82
0,0,35.8006,44,29,37,34,26
0,0,20.9288,23,16,21,22,22
0,0,260.457,258,248,276,256,258
0,0,36.4549,51,29,45,41,52
0,0,105.402,116,122,106,96,116
0,0,12.8014,15,10,13,7,10
0,0,6.26891,3,8,10,5,7
0,0,17.1743,15,17,19,20,15
0,0,28.3518,35,29,21,32,33
0,0,113.638,99,118,109,102,114
0,0,10.12,11,6,7,6,9
0,0,38.8107,30,39,33,30,36
0,0,70.8958,68,76,81,77,67
0,0,139.816,145,139,143,124,130
0,0,56.2668,52,47,69,56,60
0,0,26.0717,36,33,26,30,34
0,0,131.538,146,133,141,116,129
0,0,70.247,67,82,75,77,75
0,0,16.7355,17,27,24,26,14
0,0,8.21108,6,7,11,11,9
0,0,30.9228,35,24,28,30,29
0,0,55.8704,62,52,62,59,70
0,0,40.4993,32,37,46,35,41
0,0,225.43,221,232,195,203,206
0,0,81.5518,78,91,74,78,87
0,0,56.8059,58,51,61,56,57
0,0,45.9626,52,46,47,42,40
0,0,82.4009,80,86,85,83,83
0,0,190.6,192,225,194,205,191
0,0,329.121,325,351,310,338,301
0,0,99.1984,117,91,73,110,97
0,0,156.456,161,169,151,144,134
0,0,95.8166,101,106,88,85,104
0,0,117.506,108,118,123,130,131
0,0,67.6844,69,76,77,56,72
0,0,153.649,149,142,147,168,135
0,0,153.277,151,159,138,147,164
0,0,192.592,199,185,188,215,195
0,0,45.644,60,57,49,49,42
0,0,112.448,108,108,97,108,107
0,0,297.526,287,305,301,336,331
0,0,125.365,140,120,135,128,116
0,0,86.6557,77,73,66,75,98
0,0,91.0561,71,95,86,79,88
0,0,23.3582,22,20,20,25,21
0,0,98.0814,110,87,88,99,86
0,0,87.0914,81,75,90,89,80
0,0,26.9587,25,31,29,25,27
0,0,16.4258,18,18,18,18,14
0,0,201.48,230,172,181,198,196
0,0,121.716,117,126,125,125,133
0,0,27.7652,32,28,23,28,26
0,0,48.0209,45,49,48,34,41
0,0,42.0894,39,36,51,36,39
0,0,43.6604,33,46,49,49,44
0,0,170.047,149,178,192,172,170
0,0,231.276,228,246,252,241,224
0,0,109.261,107,120,106,109,130
0,0,258.903,249,264,245,261,252
0,0,36.7911,35,37,42,32,32
0,0,25.8184,33,24,27,30,32
0,0,111.706,110,102,109,125,116
0,0,122.473,120,115,120,136,113
0,0,41.9482,33,49,34,48,47
0,0,105.15,118,116,123,100,100
0,0,41.9131,43,45,49,43,38
0,0,20.2406,20,25,24,32,16
0,0,118.873,119,126,104,126,113
0,0,38.4057,43,36,41,43,49
0,0,56.5382,63,49,55,55,59
0,0,216.092,213,234,223,198,241
0,0,33.8485,19,31,29,35,33
0,0,108.594,118,104,111,113,122
0,0,91.8422,80,88,90,103,99
0,0,25.8319,24,23,26,32,34
0,0,30.7948,33,37,18,39,28
0,0,87.2646,79,94,80,91,76
0,0,57.7146,55,50,74,54,48
0,0,119.629,106,132,135,134,123
0,0,62.1415,46,74,67,56,62
0,0,25.9594,24,23,37,25,27
0,0,31.7841,26,42,29,23,30
0,0,77.1094,81,69,81,63,73
0,0,66.4942,74,73,72,62,55
0,0,17.7039,25,23,19,13,15
0,0,56.3336,55,53,51,56,56
0,0,0.0892629,0,0,0,0,0
0,0,37.2976,29,35,35,37,31
0,0,60.7039,57,53,52,56,50
0,0,130.098,132,103,130,131,122
0,0,19.9018,22,26,19,22,20
0,0,89.5002,84,84,92,85,84
0,0,4.68469,5,6,3,12,3
0,0,19.3751,15,18,21,26,14
0,0,179.661,156,184,168,170,171
0,0,106.528,91,132,102,104,95
0,0,12.4981,6,9,12,13,10
0,0,114.249,118,125,105,106,116
0,0,202.509,204,181,199,203,188
0,0,195.389,198,206,205,201,187
0,0,61.6297,52,65,67,68,69
0,0,208.039,215,214,221,205,205
0,0,168.117,169,182,159,154,182
0,0,214.591,214,211,220,223,231
0,0,71.3611,66,75,75,67,64
0,0,20.1999,17,27,17,20,30
0,0,37.8825,35,44,33,31,33
0,0,117.098,113,111,131,127,106
0,0,150.922,154,153,164,151,130
0,0,170.294,175,158,181,175,162
0,0,38.9585,31,39,40,47,28
0,0,46.5089,53,66,39,62,61
0,0,33.1541,31,31,31,25,37
0,0,51.5761,42,62,54,55,45
0,0,42.6295,50,39,38,41,61
0,0,24.3442,22,24,35,34,26
0,0,67.3393,67,69,61,65,70
0,0,103.659,94,109,111,99,100
0,0,57.8966,56,58,59,58,62
0,0,149.826,128,157,165,145,153
0,0,15.5789,16,14,19,17,22
0,0,66.7013,50,67,64,54,68
0,0,8.79322,11,5,7,9,7
0,0,157.157,156,147,159,171,176
0,0,36.6653,49,35,31,47,51
0,0,6.7397,6,4,9,11,6
0,0,189.618,194,181,203,201,181
0,0,132.409,128,112,135,135,108
0,0,144.458,137,147,131,149,121
0,0,122.2,119,134,105,124,128
0,0,49.245,46,40,56,66,47
0,0,51.0552,55,62,47,54,54
0,0,58.9954,50,47,62,56,66
0,0,17.2858,13,20,18,22,22
0,0,46.9404,41,61,53,54,47
0,0,142.206,119,141,145,143,134
0,0,122.774,105,131,138,121,127
0,0,224.35,222,211,231,214,238
0,0,70.6886,62,68,66,88,63
0,0,67.3318,65,59,80,67,52
0,0,18.697,10,20,21,15,17
0,0,217.319,238,243,207,198,256
0,0,19.7972,24,25,12,18,21
0,0,172.058,201,207,179,176,179
0,0,182.123,188,181,167,187,174
0,0,59.1703,59,78,57,79,53
0,0,53.5177,44,64,43,47,55
0,0,21.2362,13,27,26,19,16
0,0,33.4109,30,37,31,34,35
0,0,125.372,135,115,130,131,129
0,0,128.13,134,125,130,130,121
0,0,47.456,43,50,47,46,44
0,0,152.154,137,151,163,126,143
0,0,110.951,107,109,113,118,107
0,0,184.111,184,197,213,171,186
0,0,193.398,206,210,187,225,181
0,0,15.4707,21,10,11,15,18
0,0,148.419,161,123,163,148,148
0,0,96.0422,102,102,103,101,91
0,0,36.4538,34,39,32,40,37
0,0,5.55971,6,5,8,4,5
0,0,81.5497,81,81,91,81,93
0,0,49.4422,42,55,44,44,50
0,0,75.7567,73,73,79,76,85
0,0,29.7952,31,18,41,31,39
0,0,65.6597,62,83,71,67,62
0,0,183.022,215,203,176,191,174
0,0,246.833,244,242,224,241,230
0,0,36.7346,34,29,32,26,39
0,0,27.9924,35,29,22,26,31
0,0,85.0329,96,66,88,82,83
0,0,22.7311,27,19,25,31,17
0,0,150.406,148,135,143,147,141
0,0,54.6625,63,56,58,56,57
0,0,109.868,112,110,106,119,122
0,0,137.506,138,147,154,118,118
0,0,110.582,91,113,124,94,115
0,0,81.0615,86,80,79,96,88
0,0,16.194,18,19,19,18,14
0,0,36.6903,44,34,42,45,27
0,0,97.8478,84,108,104,84,89
0,0,20.8866,19,23,20,20,15
0,0,55.7841,64,54,63,54,33
0,0,122.237,116,127,112,123,120
0,0,71.1267,81,67,79,61,52
0,0,46.294,42,45,36,50,42
0,0,22.9762,21,32,19,17,29
0,0,85.8435,93,92,72,104,74
0,0,54.9425,49,59,37,46,53
0,0,155.311,166,189,156,181,156
0,0,102.265,104,103,109,97,104
0,0,103.984,100,93,126,97,106
0,0,47.1792,42,47,48,43,44
0,0,126.15,137,115,125,129,112
0,0,56.9376,57,58,63,54,52
0,0,29.0868,24,26,35,31,30
0,0,96.4999,88,101,110,89,82
0,0,77.9098,87,86,68,74,77
0,0,135.991,133,118,130,146,131
0,0,6.54893,5,8,6,3,5
0,0,21.6955,19,30,25,12,13
0,0,60.6947,62,72,75,51,69
0,0,1.73119,0,2,1,1,0
0,0,40.469,43,36,27,48,37
0,0,214.317,227,206,213,210,226
0,0,52.151,56,37,47,47,55
0,0,139.381,148,134,153,150,133
0,0,138.114,125,150,124,122,134
0,0,194.506,182,194,223,201,203
0,0,45.1814,40,39,41,52,49
0,0,28.6009,25,26,35,40,24
0,0,20.2985,29,26,20,25,21
0,0,81.8858,87,90,85,72,69
0,0,117.532,103,116,114,121,127
0,0,88.584,91,84,99,99,90
0,0,118.061,125,126,109,114,116
0,0,17.0518,17,22,16,14,25
0,0,46.3977,55,55,46,38,46
0,0,28.8785,20,40,35,32,29
0,0,176.502,198,186,143,174,175
0,0,90.4264,94,87,96,96,89
0,0,51.3374,47,54,55,52,47
0,0,23.3841,25,18,23,23,23
0,0,12.4623,15,10,12,15,10
0,0,18.1727,20,17,13,16,14
0,0,49.7572,47,43,64,46,47
0,0,136.445,124,148,129,138,151
0,0,255.515,260,249,228,264,232
0,0,1.92818,4,0,3,1,2
0,0,6.90836,9,6,7,6,8
0,0,85.8364,71,55,77,88,86
0,0,165.126,176,149,152,150,169
0,0,153.55,145,145,146,140,168
0,0,96.6843,103,100,93,102,97
0,0,49.9147,43,44,65,58,46
0,0,32.3352,19,44,34,36,29
0,0,83.5335,94,81,84,97,78
0,0,142.29,176,148,146,142,114
0,0,248.699,268,235,260,247,250
0,0,22.6088,21,25,25,17,23
0,0,272.652,255,276,272,264,274
0,0,82.9815,91,83,81,79,82
0,0,45.4445,49,42,40,46,47
0,0,37.615,33,36,47,37,44
0,0,247.514,231,244,265,243,253
0,0,159.962,143,142,149,166,149
0,0,232.849,234,221,242,216,236
0,0,62.138,65,62,73,54,59
0,0,100.459,82,97,105,116,94
0,0,96.7252,95,96,102,107,114
0,0,255.105,275,275,251,255,251
0,0,283.564,302,285,279,243,299
0,0,57.185,62,61,56,57,66
0,0,71.1205,67,69,51,71,67
0,0,131.638,122,117,117,131,127
0,0,52.3062,50,48,65,43,51
0,0,31.8717,29,31,34,26,29
0,0,102.219,113,113,100,94,96
0,0,80.954,73,78,91,79,71
0,0,92.9784,94,111,100,114,105
0,0,93.5548,90,93,80,94,81
0,0,166.399,180,161,173,165,136
0,0,118.12,107,120,125,130,127
0,0,247.054,234,231,250,248,291
0,0,3.52975,1,1,4,2,5
0,0,12.5632,17,10,7,14,20
0,0,145.873,160,164,126,156,155
0,0,45.4791,51,39,48,46,44
0,0,131.299,123,115,131,113,142
0,0,112.328,108,119,117,115,101
0,0,161.699,160,157,150,143,170
0,0,32.9636,34,20,33,43,36
0,0,39.4003,34,41,36,35,56
0,0,161.132,168,172,157,164,161
0,0,83.3367,89,74,85,89,80
0,0,6.51402,7,9,8,9,3
0,0,110.85,126,115,109,96,103
0,0,221.323,223,225,225,216,208
0,0,83.9044,91,84,78,88,78
0,0,132.873,105,124,119,134,122
0,0,36.118,31,35,30,29,41
0,0,62.6658,58,56,55,48,68
0,0,32.1156,36,27,37,29,40
0,0,113.997,106,116,114,118,92
0,0,103.642,97,94,98,107,107
0,0,242.783,257,248,238,255,261
0,0,140.881,152,156,152,145,126
0,0,30.3424,25,21,45,38,32
0,0,159.633,183,149,170,167,163
0,0,214.548,195,213,243,240,229
0,0,50.9462,58,50,42,52,47
0,0,145.182,146,139,152,125,145
0,0,226.03,209,219,240,233,222
0,0,92.3094,100,102,106,86,95
0,0,20.3081,15,17,20,17,22
0,0,23.342,18,20,22,22,24
0,0,78.6252,77,69,74,84,73
0,0,232.735,229,206,244,215,258
0,0,16.1028,9,19,21,18,23
0,0,102.039,85,106,105,100,95
0,0,70.4662,75,63,70,72,73
0,0,52.6801,61,39,65,47,56
0,0,87.557,89,91,90,80,87
0,0,15.0683,19,17,22,17,14
0,0,35.4734,34,37,33,39,27
0,0,125.791,125,137,126,140,110
0,0,5.1663,5,4,7,3,4
0,0,72.8449,76,65,78,76,66
0,0,11.0319,14,8,8,11,13
0,0,192.69,171,203,190,174,189
0,0,56.4693,55,65,60,58,53
0,0,138.494,126,145,139,148,138
0,0,128.914,110,114,137,135,111
0,0,45.6293,46,50,45,52,47
0,0,46.7924,42,46,41,45,49
0,0,101.147,100,117,102,110,95
0,0,166.462,147,172,194,174,144
0,0,26.2161,35,28,28,25,27
0,0,158.3,179,141,176,156,162
0,0,72.2125,73,85,59,78,71
0,0,101.513,117,106,106,111,87
0,0,57.5995,68,68,53,66,63
0,0,80.5689,103,71,70,73,79
0,0,52.1557,46,59,44,51,54
0,0,26.7889,26,16,18,24,23
0,0,39.5409,35,47,50,36,46
0,0,101.221,118,105,98,91,103
0,0,49.2984,61,56,41,51,48
0,0,45.1245,47,45,56,45,46
0,0,48.9083,46,48,41,54,47
0,0,23.4886,25,21,22,20,28
0,0,100.331,90,99,113,98,93
0,0,187.378,167,198,179,194,170
0,0,50.146,51,73,31,51,57
0,0,10.9424,15,6,10,6,11
0,0,164.97,157,153,168,173,163
0,0,15.4073,15,12,18,18,15
0,0,51.6527,59,49,53,58,46
0,0,213.587,229,207,205,190,220
0,0,274.502,281,260,266,283,284
0,0,296.393,310,328,297,285,276
0,0,12.4653,15,12,7,11,13
0,0,27.8087,24,37,24,26,32
0,0,69.9114,71,59,70,72,67
0,0,86.0322,82,82,81,71,83
0,0,13.8804,13,7,13,16,16
0,0,51.0538,47,49,42,55,67
0,0,45.603,53,39,56,48,40
0,0,143.585,148,162,165,141,145
0,0,52.1417,50,49,43,47,50
0,0,14.2382,14,13,13,21,15
0,0,140.984,152,144,135,142,128
0,0,278.239,286,281,259,300,268
0,0,52.323,64,45,46,48,44
0,0,26.8719,27,24,27,21,20
0,0,4.11357,3,4,5,6,6
0,0,140.012,159,162,139,146,128
0,0,6.75603,4,7,6,4,7
0,0,202.327,221,184,207,222,215
0,0,72.7649,64,75,65,71,79
0,0,112.738,116,91,100,121,105
0,0,47.6288,54,47,45,43,45
0,0,65.2777,58,62,61,78,57
0,0,17.0519,17,16,19,16,8
0,0,110.423,114,110,126,98,98
0,0,125.183,144,116,123,117,121
0,0,26.8286,28,36,30,34,20
0,0,155.082,160,182,147,156,164
0,0,84.6699,86,86,91,87,92
0,0,31.6049,30,29,41,30,37
0,0,84.0494,96,103,106,98,79
0,0,94.1915,101,91,103,86,102
0,0,84.9133,93,90,83,91,94
0,0,189.575,205,197,188,169,193
0,0,33.0814,35,20,40,33,40
0,0,248.382,230,218,225,242,253
0,0,11.1545,13,10,8,10,8
0,0,184.083,182,188,179,182,160
0,0,147.585,122,120,157,132,139
0,0,86.1435,78,99,82,92,87
0,0,152.37,148,148,171,152,170
0,0,210.775,222,236,210,191,224
0,0,7.77319,9,7,11,8,7
0,0,66.0866,75,67,81,54,65
0,0,14.5922,16,15,20,11,13
0,0,159.701,140,163,167,156,168
0,0,145.001,150,158,125,156,145
0,0,161.158,152,179,194,174,155
0,0,2.26226,0,2,1,1,2
0,0,209.198,220,203,197,197,183
0,0,114.561,110,106,121,119,120
0,0,20.9796,24,23,24,27,13
0,0,38.1721,46,44,37,48,34
0,0,3.17093,4,3,2,5,4
0,0,65.9479,66,62,65,62,72
0,0,131.398,129,127,139,110,120
0,0,125.038,132,130,135,135,128
0,0,27.2805,25,26,29,29,26
0,0,181.598,171,200,186,217,193
0,0,103.847,111,89,96,102,111
0,0,33.2745,35,29,33,42,26
0,0,5.85743,8,11,6,4,7
0,0,59.5737,63,54,53,63,59
0,0,106.43,102,105,119,114,107
0,0,158.084,177,155,176,151,146
0,0,156.544,161,138,164,177,157
0,0,3.56717,1,5,2,2,5
0,0,52.952,50,55,46,62,55
0,0,266.982,243,248,306,263,238
0,0,133.805,135,133,141,133,147
0,0,207.435,208,200,213,198,216
0,0,198.422,174,194,176,216,199
0,0,101.673,106,96,90,80,108
0,0,13.6199,13,19,8,12,15
0,0,108.025,106,119,107,125,118
0,0,136.783,142,139,123,141,137
0,0,11.6548,13,11,20,10,10
0,0,222.171,228,221,244,223,230
0,0,100.416,102,106,86,90,114
0,0,166.685,180,175,183,159,197
0,0,75.0916,81,69,78,64,68
0,0,52.4275,53,57,53,66,51
0,0,12.0988,14,14,18,13,13
0,0,37.517,45,26,42,40,48
0,0,33.9487,37,34,38,37,31
0,0,154.387,171,176,159,153,144
0,0,76.7061,75,82,60,75,80
0,0,38.6858,39,31,41,50,34
0,0,112.822,108,125,120,95,100
0,0,111.7,123,96,121,130,124
0,0,106.982,103,94,92,113,105
0,0,52.2037,53,53,49,64,54
0,0,321.783,320,329,330,281,278
0,0,133.865,133,155,144,142,114
0,0,17.2541,20,16,14,23,24
0,0,37.8254,31,36,44,38,42
0,0,41.6367,35,54,43,45,41
0,0,76.2284,79,78,77,81,83
0,0,18.5056,22,15,23,15,17
0,0,171.585,159,168,172,154,151
0,0,27.1856,28,28,37,29,22
0,0,113.984,129,131,108,104,112
0,0,185.165,188,195,203,198,179
0,0,160.469,173,149,167,156,149
0,0,103.621,97,112,102,90,91
0,0,128.303,117,156,137,130,112
0,0,106.855,106,109,105,92,110
0,0,68.3144,47,68,86,75,61
0,0,271.228,314,283,301,290,284
0,0,79.8991,66,91,109,78,85
0,0,40.5858,40,49,50,42,36
0,0,195.831,190,197,184,191,182
0,0,31.8021,30,33,31,28,32
0,0,127.583,169,154,133,110,126
0,0,169.124,172,137,170,175,185
0,0,10.3623,15,8,12,11,13
0,0,19.1069,16,17,14,23,24
0,0,57.395,55,51,66,62,65
0,0,3.94143,1,6,5,4,6
0,0,32.6739,36,32,34,21,33
0,0,20.6914,25,12,22,31,24
0,0,82.1642,76,79,68,86,105
0,0,141.197,147,151,137,170,138
0,0,132.335,124,121,123,130,111
0,0,84.1909,87,71,78,90,67
0,0,178.629,180,185,172,183,189
0,0,70.075,65,71,71,76,64
0,0,46.3576,45,47,39,41,33
0,0,109.535,102,127,99,103,106
0,0,81.6298,86,93,86,69,99
0,0,155.714,166,168,167,152,181
0,0,55.8854,74,56,49,55,67
0,0,93.4371,101,85,85,84,93
0,0,93.68,81,76,85,82,80
0,0,27.2415,30,25,29,27,36
0,0,125.029,110,125,133,148,120
0,0,207.923,200,218,214,164,227
0,0,127.083,138,145,108,134,147
0,0,193.339,203,184,197,195,207
0,0,44.2409,59,40,38,42,47
0,0,220.258,226,241,235,233,232
0,0,73.3893,72,81,73,76,84
0,0,307.796,311,301,295,293,306
0,0,0.34779,0,0,0,0,0
0,0,54.117,59,50,58,63,42
0,0,142.848,132,154,139,153,164
0,0,29.1329,22,32,39,29,32
0,0,128.714,129,133,132,130,135
0,0,24.5067,20,29,15,31,22
0,0,134.094,139,112,116,142,119
0,0,81.947,77,85,77,75,83
0,0,169.478,170,176,172,166,175
0,0,160.135,156,178,160,172,160
0,0,110.033,106,95,103,120,105
0,0,139.571,131,148,147,132,138
0,0,160.437,163,150,149,153,158
0,0,160.113,170,161,162,179,151
0,0,3.68399,2,8,5,2,5
0,0,47.9286,52,50,51,48,49
0,0,34.4396,38,36,27,34,41
0,0,148.542,146,169,163,143,138
0,0,113.063,101,90,122,107,117
0,0,18.498,26,27,25,14,10
0,0,25.4998,25,23,21,28,22
0,0,142.971,137,166,137,128,143
0,0,233.703,223,227,212,211,239
0,0,8.5759,6,14,11,13,19
0,0,53.7253,47,60,69,56,60
0,0,90.875,93,96,88,91,88
0,0,182.435,160,189,178,159,199
0,0,110.101,95,133,87,106,108
0,0,162.333,182,163,172,147,182
0,0,179.072,179,183,189,165,212
0,0,31.9192,35,36,28,41,25
0,0,172.818,174,169,161,187,165
0,0,125.182,123,121,125,116,138
0,0,30.0772,26,33,32,29,36
0,0,63.0443,66,65,60,55,56
0,0,134.423,139,134,153,124,139
0,0,62.3213,60,61,65,65,62
0,0,151.397,156,144,164,142,163
0,0,193.513,185,161,203,212,193
0,0,33.9756,23,30,18,28,27
0,0,46.6789,52,41,38,48,59
0,0,184.656,209,193,197,175,172
0,0,188.679,185,198,204,199,193
0,0,39.2407,31,41,39,47,34
0,0,98.2232,100,103,101,92,89
0,0,97.5789,107,79,108,102,95
0,0,340.079,315,329,319,344,333
0,0,29.8459,33,36,29,27,27
0,0,18.7791,12,21,16,20,23
0,0,145.324,151,140,176,145,141
0,0,61.1166,59,72,71,47,52
0,0,19.6142,21,22,17,19,20
0,0,38.6494,40,34,42,42,53
0,0,207.568,221,211,230,207,219
0,0,3.80347,1,2,6,0,4
0,0,133.155,145,134,140,135,120
0,0,82.7441,98,66,78,90,101
0,0,16.2007,19,19,17,10,17
0,0,113.108,121,95,115,100,83
0,0,114.398,128,117,102,133,127
0,0,62.4041,66,53,51,52,65
0,0,90.7361,81,91,92,92,85
0,0,27.0602,23,29,31,24,18
0,0,106.122,90,93,104,90,108
0,0,217.421,199,215,224,199,197
0,0,48.1205,45,42,46,51,45
0,0,105.388,93,111,90,119,107
0,0,67.5784,63,68,63,71,59
0,0,143.894,140,138,130,131,131
0,0,95.6246,105,99,84,95,82
0,0,202.842,218,191,208,194,224
0,0,9.79798,10,11,6,12,12
0,0,29.5213,30,29,40,20,29
0,0,108.579,112,116,113,106,118
0,0,97.2558,87,92,91,104,106
0,0,25.9127,28,23,37,33,18
0,0,4.1086,8,8,3,3,3
0,0,135.297,147,130,143,145,126
0,0,31.1715,36,42,22,37,24
0,0,52.6665,56,52,41,41,44
0,0,183.563,182,203,189,171,170
0,0,130.036,124,119,119,120,168
0,0,133.798,131,141,141,159,122
0,0,3.03217,1,1,7,2,2
0,0,32.8108,25,34,24,31,36
0,0,5.60047,7,5,7,5,1
0,0,8.69284,7,8,6,9,10
0,0,222.849,213,211,211,244,201
0,0,12.4377,8,12,13,12,7
0,0,108.292,102,96,136,111,108
0,0,13.2124,13,17,17,6,13
0,0,98.411,90,99,88,90,101
0,0,78.4222,81,70,86,79,78
0,0,172.432,168,176,167,163,169
0,0,22.252,35,22,21,16,24
0,0,62.7311,68,70,66,58,61
0,0,67.0739,70,61,69,56,59
0,0,163.267,175,137,146,174,141
0,0,144.323,140,167,136,125,129
0,0,77.8745,69,92,76,84,73
0,0,178.089,164,185,178,191,180
0,0,17.3706,22,14,20,21,14
0,0,86.6567,94,72,82,82,85
0,0,259.74,229,243,262,250,251
0,0,45.0828,51,43,50,43,43
0,0,74.3897,69,62,63,75,81
0,0,109.879,101,90,110,99,110
0,0,67.2382,64,76,69,82,76
0,0,56.2591,60,45,57,64,64
0,0,7.15125,9,3,9,11,6
0,0,19.1015,14,12,24,25,24
0,0,47.3571,42,36,58,56,46
0,0,17.6123,13,23,14,11,16
0,0,121.718,113,139,119,99,124
0,0,29.4942,27,24,31,25,27
0,0,154.182,170,162,166,151,146
0,0,112.287,116,114,118,96,110
0,0,111.073,107,119,106,98,109
0,0,103.654,100,112,99,119,96
0,0,5.27585,4,5,2,3,7
0,0,49.8838,43,49,45,45,47
0,0,112.281,138,99,110,121,113
0,0,148.097,154,132,142,151,154
0,0,170.181,177,194,182,172,167
0,0,159.824,153,159,173,168,159
0,0,67.5581,84,71,69,56,64
0,0,57.1397,51,55,52,56,75
0,0,79.3149,84,92,77,65,64
0,0,136.61,133,172,133,121,139
0,0,1.19863,1,2,2,1,1
0,0,104.792,101,97,110,111,109
0,0,127.287,121,130,144,120,122
0,0,169.471,179,187,171,165,169
0,0,32.9309,24,28,36,28,35
0,0,223.878,221,219,227,223,218
0,0,215.268,221,210,254,200,202
0,0,59.0844,61,53,72,49,56
0,0,10.4335,12,14,10,14,8
0,0,52.0857,51,52,43,43,67
0,0,86.1246,99,79,95,94,99
0,0,19.6237,25,23,19,15,14
0,0,62.14,66,60,49,61,64
0,0,104.079,113,121,100,87,122
0,0,32.885,37,36,37,36,36
0,0,3.85775,6,8,3,8,4
