# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_1_model
# start_datetime = 2022-03-23 19:37:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\h21ige5q.json
# init = 2 (Default)
# random
#   seed = 34137
# output
#   file = C:\Users\PIOTRK~1\AppData\Local\Temp\tmp3unspuna\code_1-20220323203722.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5
0,0,57.0504,67,63,50,52,57
0,0,133.671,120,134,145,148,139
0,0,119.301,106,127,102,116,142
0,0,76.4369,76,76,83,58,65
0,0,55.4172,59,75,60,54,62
0,0,20.0865,23,22,26,24,18
0,0,44.952,45,35,41,43,45
0,0,55.2131,67,66,56,57,66
0,0,113.476,105,127,118,112,114
0,0,92.933,96,99,78,105,97
0,0,2.00504,3,2,3,0,1
0,0,53.3934,68,51,48,46,40
0,0,137.773,147,143,149,147,147
0,0,153.06,153,138,172,178,135
0,0,254.536,256,266,256,233,217
0,0,99.5751,86,99,99,94,121
0,0,168.409,161,180,186,166,163
0,0,50.857,56,43,61,53,51
0,0,103.068,105,87,109,90,104
0,0,378.396,356,393,350,375,361
0,0,156.49,151,149,173,152,152
0,0,159.16,176,168,155,164,156
0,0,67.7307,75,63,63,65,69
0,0,92.9617,100,102,88,109,96
0,0,42.7754,25,44,37,40,37
0,0,50.5014,51,55,54,43,51
0,0,88.1187,86,92,83,81,76
0,0,181.152,173,181,173,188,180
0,0,124.016,131,110,114,120,106
0,0,237.337,224,234,267,234,228
0,0,123.48,132,131,127,118,123
0,0,17.9397,13,16,16,18,21
0,0,285.99,289,296,287,273,282
0,0,98.3083,87,101,85,98,116
0,0,30.7371,30,33,34,31,23
0,0,113.945,106,92,96,109,118
0,0,29.2611,27,27,17,29,38
0,0,272.796,296,295,268,245,291
0,0,10.2561,8,13,5,16,18
0,0,44.0003,36,34,50,49,46
0,0,8.7799,10,15,7,4,5
0,0,8.49003,10,6,5,13,8
0,0,43.585,47,56,38,51,56
0,0,124.802,110,122,109,123,144
0,0,53.472,69,54,56,45,57
0,0,23.553,25,17,20,24,22
0,0,34.7243,36,26,42,36,35
0,0,223.291,219,242,223,226,215
0,0,9.58836,6,13,7,18,11
0,0,64.1734,55,75,65,63,59
0,0,45.9583,44,40,53,44,43
0,0,12.5387,12,10,13,16,20
0,0,17.2334,15,17,27,13,19
0,0,97.3584,94,93,91,94,112
0,0,322.509,324,314,330,351,324
0,0,124.839,127,130,122,113,124
0,0,76.0369,77,64,76,90,70
0,0,12.4782,12,16,8,12,16
0,0,0.0675049,0,0,0,0,0
0,0,121.332,120,144,110,113,121
0,0,40.006,34,47,42,29,47
0,0,52.3939,48,53,46,47,64
0,0,7.84376,8,8,6,6,8
0,0,102.15,99,105,113,109,107
0,0,62.1233,64,46,55,64,59
0,0,132.775,127,124,138,133,132
0,0,87.4973,73,107,88,78,93
0,0,23.16,18,27,22,23,16
0,0,4.34445,5,5,4,5,3
0,0,50.1377,52,65,66,46,46
0,0,38.4793,40,42,32,46,40
0,0,34.6476,39,40,45,31,47
0,0,127.963,107,140,107,112,126
0,0,30.61,38,20,35,34,19
0,0,125.364,112,114,110,127,111
0,0,324.991,350,333,317,323,345
0,0,85.7587,89,91,78,85,93
0,0,94.4767,90,92,102,88,90
0,0,264.06,263,273,251,269,267
0,0,13.2626,11,17,14,8,18
0,0,162.524,153,159,155,155,146
0,0,65.1173,62,67,62,65,56
0,0,62.7056,49,61,62,69,76
0,0,53.167,47,52,51,42,51
0,0,152.983,153,141,138,153,163
0,0,68.2342,59,61,62,67,76
0,0,217.046,227,204,244,224,201
0,0,110.106,97,102,124,132,112
0,0,50.771,57,51,50,48,59
0,0,169.01,173,176,160,179,200
0,0,136.661,125,128,142,127,148
0,0,41.8515,49,41,44,38,47
0,0,105.562,117,126,102,89,94
0,0,85.7628,90,75,96,90,78
0,0,55.2686,45,66,42,61,52
0,0,154.392,143,147,141,150,151
0,0,338.627,359,315,339,341,347
0,0,36.585,48,22,31,34,36
0,0,187.401,167,185,187,215,179
0,0,14.3814,23,8,14,15,15
0,0,144.95,152,141,160,137,138
0,0,71.3163,74,58,83,75,75
0,0,206.037,210,206,195,208,208
0,0,73.7753,87,81,66,84,71
0,0,101.876,112,83,89,106,93
0,0,27.3129,22,30,29,23,33
0,0,280.103,306,309,272,280,258
0,0,237.847,251,253,208,237,230
0,0,44.7731,39,39,33,43,49
0,0,28.4101,27,29,38,26,24
0,0,44.607,49,45,41,59,38
0,0,13.2717,13,16,13,14,11
0,0,16.8665,16,18,12,19,24
0,0,72.018,69,81,71,90,76
0,0,162.003,159,161,163,149,181
0,0,192.919,184,196,192,191,199
0,0,72.7499,82,70,79,82,70
0,0,182.521,188,154,199,171,149
0,0,10.682,10,5,14,8,9
0,0,43.8533,30,41,33,42,38
0,0,140.068,112,130,143,133,153
0,0,141.196,135,132,136,181,134
0,0,187.033,169,193,208,176,205
0,0,171.846,162,172,163,150,180
0,0,59.6171,69,53,57,60,66
0,0,194.739,199,175,163,190,194
0,0,7.55514,3,6,12,11,5
0,0,130.124,101,136,116,125,131
0,0,33.6626,28,48,33,30,42
0,0,39.9182,40,33,42,36,39
0,0,7.44321,5,11,9,11,6
0,0,30.8872,24,15,31,30,26
0,0,14.9761,18,15,19,18,14
0,0,190.177,192,184,203,192,185
0,0,43.3845,49,39,48,46,44
0,0,68.0168,69,70,72,72,68
0,0,44.4922,48,48,50,38,43
0,0,41.836,37,42,45,48,46
0,0,39.6904,43,44,27,46,40
0,0,93.4393,82,88,83,101,102
0,0,119.217,127,116,118,124,117
0,0,161.729,168,164,160,140,161
0,0,15.7581,23,20,10,16,16
0,0,123.339,99,127,111,123,120
0,0,227.742,233,268,222,256,221
0,0,79.8817,85,75,80,69,71
0,0,144.132,138,163,148,147,126
0,0,177.084,192,188,179,162,146
0,0,133.001,100,124,124,139,121
0,0,28.6395,22,27,23,28,30
0,0,245.121,228,230,230,262,237
0,0,21.9853,21,20,32,22,26
0,0,147.083,151,160,151,144,151
0,0,114.638,99,92,123,110,119
0,0,1.70446,2,2,1,2,2
0,0,23.9601,32,20,33,26,14
0,0,45.0678,40,54,46,39,38
0,0,152.114,144,149,149,133,158
0,0,82.4445,84,73,78,95,73
0,0,135.449,132,154,148,107,144
0,0,18.6302,21,27,21,23,14
0,0,158.349,159,151,155,157,171
0,0,44.2357,52,42,30,30,56
0,0,35.7737,37,37,37,39,33
0,0,123.585,119,136,134,134,111
0,0,111.609,95,91,100,94,105
0,0,45.3248,49,41,48,42,52
0,0,14.8356,14,13,19,19,10
0,0,155.489,157,154,149,147,137
0,0,206.165,207,219,206,235,203
0,0,117.218,125,124,100,132,116
0,0,114.508,123,120,88,110,110
0,0,16.1249,20,13,14,8,20
0,0,120.696,123,110,127,136,118
0,0,181.144,192,184,192,157,154
0,0,12.7188,16,11,14,13,16
0,0,282.971,280,272,273,291,269
0,0,0.797726,0,1,1,0,0
0,0,56.4181,41,53,60,57,54
0,0,16.5145,22,21,17,11,19
0,0,150.575,156,152,139,164,148
0,0,222.112,223,199,210,228,239
0,0,53.3873,60,60,60,70,51
0,0,49.8908,51,55,43,38,43
0,0,136.192,134,141,149,140,140
0,0,118.714,102,115,121,111,118
0,0,93.6682,93,90,82,90,97
0,0,38.6273,45,37,34,37,26
0,0,33.2787,21,57,33,33,36
0,0,36.3403,37,46,27,26,36
0,0,15.5227,9,15,14,13,15
0,0,89.7219,92,97,89,88,105
0,0,167.763,158,165,181,152,181
0,0,0.558622,0,0,1,0,2
0,0,84.7626,96,88,78,78,91
0,0,121.409,111,112,118,118,117
0,0,64.7702,70,68,74,63,64
0,0,45.2469,58,49,32,39,39
0,0,61.5895,60,49,72,70,75
0,0,27.0935,30,28,30,29,26
0,0,8.01125,12,10,10,8,6
0,0,91.126,102,92,90,91,100
0,0,79.8349,81,79,85,77,72
0,0,237.648,222,254,244,253,246
0,0,4.9638,5,6,5,8,6
0,0,86.4553,71,89,73,89,91
0,0,132.082,130,147,140,130,146
0,0,39.7662,33,46,37,42,39
0,0,49.0585,55,40,52,56,49
0,0,14.5185,11,18,14,8,13
0,0,63.7772,63,67,58,71,58
0,0,56.9151,60,53,55,62,55
0,0,207.227,206,215,223,182,199
0,0,62.6454,66,44,67,62,63
0,0,343.365,363,361,384,340,297
0,0,5.55536,10,4,9,4,4
0,0,76.4666,74,60,92,75,69
0,0,48.2895,48,45,52,65,54
0,0,97.5445,106,95,119,107,90
0,0,29.294,39,34,25,39,28
0,0,2.02509,2,4,0,3,3
0,0,77.5286,95,77,73,78,73
0,0,143.895,153,151,157,143,131
0,0,72.4321,72,68,75,65,85
0,0,44.1848,46,36,56,41,52
0,0,44.2808,57,46,41,41,32
0,0,51.4152,53,55,52,47,54
0,0,92.5779,91,98,95,86,112
0,0,13.6352,16,18,15,14,24
0,0,23.0414,29,26,21,28,23
0,0,141.292,143,132,153,132,143
0,0,164.094,174,200,176,173,166
0,0,289.773,278,292,302,266,287
0,0,16.4489,12,16,13,17,12
0,0,31.8323,27,31,36,28,26
0,0,44.2255,51,44,48,40,40
0,0,103.829,117,120,122,102,121
0,0,69.5755,59,64,62,76,72
0,0,40.347,45,49,32,33,45
0,0,55.4079,69,57,59,55,52
0,0,169.079,165,149,157,156,165
0,0,42.5959,33,45,38,33,31
0,0,102.639,101,105,103,100,100
0,0,32.513,47,34,34,35,29
0,0,142.772,132,118,140,150,147
0,0,104.308,107,96,101,97,91
0,0,79.5887,70,74,75,73,78
0,0,62.3133,67,56,77,71,70
0,0,7.72799,9,9,11,1,6
0,0,34.7519,27,34,28,43,26
0,0,18.5643,16,21,25,16,17
0,0,33.2069,36,34,23,44,45
0,0,3.14083,4,3,2,2,2
0,0,149.825,138,164,146,150,161
0,0,34.38,31,29,40,43,36
0,0,88.0816,98,90,92,89,74
0,0,107.414,87,92,93,114,109
0,0,70.8772,60,60,77,69,79
0,0,110.462,128,108,113,98,100
0,0,71.3438,78,67,60,60,62
0,0,159.253,169,164,147,149,160
0,0,15.3395,14,12,12,15,17
0,0,101.134,102,118,110,102,73
0,0,90.1014,78,85,97,79,90
0,0,38.8706,42,43,27,37,36
0,0,91.0094,91,97,93,88,77
0,0,8.835,6,9,12,10,6
0,0,3.19926,5,4,4,4,2
0,0,179.836,173,207,182,201,190
0,0,205.289,209,236,201,220,220
0,0,95.2229,94,105,95,100,106
0,0,18.6497,16,24,17,23,21
0,0,36.392,46,38,39,43,40
0,0,112.053,108,112,106,101,103
0,0,75.2209,94,86,74,73,60
0,0,53.5433,54,56,52,56,53
0,0,75.5022,60,73,88,77,78
0,0,77.0051,67,87,76,74,70
0,0,2.13057,4,5,2,1,4
0,0,122.605,124,147,133,116,119
0,0,79.948,89,88,70,70,71
0,0,89.5143,90,81,93,78,85
0,0,57.4745,48,54,77,61,61
0,0,12.2416,13,11,19,15,8
0,0,27.7587,16,21,31,29,25
0,0,33.7992,30,37,38,33,34
0,0,97.3617,95,91,81,101,95
0,0,149.137,136,169,139,138,159
0,0,5.15613,4,3,2,5,6
0,0,309.238,280,289,351,295,278
0,0,63.3132,67,47,61,51,64
0,0,105.581,119,127,111,109,100
0,0,155.819,155,162,176,167,144
0,0,111.239,93,126,99,112,133
0,0,438.523,452,473,439,437,430
0,0,45.6234,41,46,61,55,34
0,0,251.72,279,268,230,267,243
0,0,14.9763,21,17,12,12,14
0,0,197.436,182,191,207,207,200
0,0,64.224,65,51,67,73,52
0,0,287.815,284,290,271,320,282
0,0,240.084,219,231,222,242,218
0,0,51.4609,48,63,63,53,49
0,0,62.2272,71,61,68,55,72
0,0,8.50286,7,8,10,9,9
0,0,170.715,171,158,159,182,167
0,0,36.9792,43,34,33,34,30
0,0,115.84,109,115,110,109,108
0,0,289.459,301,270,286,287,273
0,0,171.49,174,151,173,148,157
0,0,29.0928,24,29,32,23,25
0,0,152.428,142,156,120,150,138
0,0,79.844,85,81,85,77,74
0,0,49.7125,44,51,47,57,51
0,0,89.1283,77,77,78,88,89
0,0,41.9292,31,36,40,35,44
0,0,14.0467,15,14,13,22,18
0,0,8.35072,1,5,3,6,13
0,0,77.5749,84,82,91,81,74
0,0,105.534,98,109,101,105,106
0,0,55.7456,56,63,53,54,57
0,0,152.224,132,153,165,152,150
0,0,79.7119,93,71,71,79,93
0,0,9.98043,10,8,6,10,11
0,0,26.0313,17,17,25,27,26
0,0,106.929,108,103,114,104,101
0,0,36.2507,31,37,34,29,26
0,0,2.991,4,6,0,2,4
0,0,60.659,67,65,54,54,61
0,0,216.01,199,200,222,220,209
0,0,67.2678,59,71,58,76,67
0,0,274.669,290,266,266,261,272
0,0,48.3465,49,44,45,50,49
0,0,119.053,119,102,136,118,108
0,0,152.381,136,136,161,172,146
0,0,72.4922,67,75,91,78,69
0,0,10.9096,13,23,11,14,6
0,0,116.553,127,107,125,126,121
0,0,91.9958,102,102,91,92,95
0,0,65.0589,59,77,59,73,79
0,0,133.726,143,128,120,133,141
0,0,133.318,124,146,139,118,117
0,0,48.634,60,50,35,44,49
0,0,378.971,365,381,372,416,345
0,0,77.5585,80,73,77,66,89
0,0,8.60371,6,7,11,13,13
0,0,227.181,198,203,231,224,229
0,0,44.4859,50,53,45,34,45
0,0,293.273,301,289,281,297,296
0,0,74.0778,73,86,63,82,69
0,0,14.5188,11,15,12,17,11
0,0,71.9152,68,75,78,66,69
0,0,181.484,174,201,174,189,204
0,0,83.0994,83,81,84,73,79
0,0,90.6803,102,92,88,95,100
0,0,238.203,235,226,256,268,225
0,0,62.4585,68,63,73,69,62
0,0,186.223,191,184,212,185,187
0,0,47.8232,53,54,52,42,63
0,0,52.8528,50,53,50,51,53
0,0,89.7235,93,90,89,87,93
0,0,64.8799,67,65,53,61,71
0,0,87.8086,93,92,101,100,89
0,0,93.5063,90,94,100,88,102
0,0,112.873,128,108,117,131,82
0,0,107.486,116,104,112,108,120
0,0,48.4307,48,50,49,54,59
0,0,35.3373,44,36,44,46,47
0,0,75.5173,67,70,89,61,74
0,0,27.2413,28,30,33,39,21
0,0,74.2109,78,82,73,74,59
0,0,290.419,275,290,294,327,299
0,0,230.441,255,252,226,247,217
0,0,226.576,229,242,251,231,220
0,0,175.713,205,181,175,168,178
0,0,117.735,142,126,122,140,115
0,0,208.601,203,222,194,211,196
0,0,44.3195,62,46,47,40,49
0,0,116.055,124,129,112,123,129
0,0,254.499,217,258,243,243,252
0,0,148.298,133,141,158,127,155
0,0,46.0932,40,57,43,51,55
0,0,102.396,116,95,115,115,88
0,0,67.3261,62,63,73,63,70
0,0,118.176,128,117,125,104,111
0,0,40.7774,45,37,42,44,44
0,0,235.323,203,247,265,210,228
0,0,7.42513,7,7,5,10,10
0,0,36.1887,33,42,34,35,33
0,0,39.7624,49,47,30,38,37
0,0,162.132,176,141,153,147,170
0,0,24.5475,20,16,28,28,31
0,0,3.94191,2,1,3,5,4
0,0,82.1327,85,63,77,85,87
0,0,1.56978,1,1,0,1,2
0,0,169.824,198,175,180,149,172
0,0,44.8962,47,51,46,43,34
0,0,57.7994,58,73,58,49,63
0,0,57.6635,60,55,71,69,52
0,0,33.0025,30,30,41,28,47
0,0,23.9914,30,16,16,36,25
0,0,56.5895,61,58,53,63,62
0,0,82.6479,88,76,85,84,81
0,0,104.183,105,98,106,98,108
0,0,84.0045,82,85,69,87,94
0,0,48.1821,46,62,51,50,57
0,0,31.5397,31,36,34,31,26
0,0,63.1766,76,59,79,61,55
0,0,184.65,200,180,192,206,182
0,0,108.502,124,94,114,108,110
0,0,208.985,209,199,208,206,197
0,0,271.299,270,270,285,268,260
0,0,39.3718,51,51,32,48,32
0,0,111.368,105,107,113,103,107
0,0,62.38,61,56,61,50,61
0,0,114.887,120,97,124,120,126
0,0,73.474,66,67,88,74,63
0,0,176.728,165,166,187,189,164
0,0,55.1314,55,61,55,44,56
0,0,4.54203,3,6,8,3,3
0,0,60.2921,60,73,63,60,64
0,0,140.96,148,136,159,144,137
0,0,9.70976,7,12,7,17,13
0,0,100.592,113,98,120,101,110
0,0,136.843,119,139,146,131,149
0,0,115.321,116,124,139,106,104
0,0,19.8931,20,20,23,30,24
0,0,112.755,121,119,112,99,86
0,0,145.211,142,154,141,142,128
0,0,196.335,195,196,199,201,209
0,0,76.5518,91,80,77,74,79
0,0,107.909,105,108,113,96,110
0,0,69.1614,74,65,66,49,71
0,0,11.6881,11,14,17,11,19
0,0,87.8915,101,91,94,89,95
0,0,27.4746,32,26,28,26,37
0,0,75.7784,83,74,90,78,70
0,0,114.462,126,144,118,130,114
0,0,34.0836,36,38,41,34,29
0,0,106.316,96,122,104,94,90
0,0,32.6834,37,32,38,33,39
0,0,59.5518,58,66,72,57,63
0,0,113.989,117,105,101,122,109
0,0,81.807,81,100,84,78,69
0,0,227.894,219,237,224,218,233
0,0,200.591,182,214,223,168,197
0,0,142.868,152,166,152,173,124
0,0,190.935,195,179,206,179,181
0,0,187.877,210,200,169,171,190
0,0,240.575,254,262,248,256,258
0,0,101.768,77,94,112,115,110
0,0,30.6646,30,26,30,28,30
0,0,172.904,177,177,183,165,178
0,0,49.886,54,42,38,52,44
0,0,83.5801,81,81,86,79,81
0,0,49.7659,52,37,51,62,49
0,0,201.361,199,220,195,197,217
0,0,57.9107,63,62,45,54,53
0,0,102.954,103,102,110,101,110
0,0,171.342,172,198,175,169,155
0,0,33.5537,35,39,38,26,26
0,0,24.8699,23,25,30,17,33
0,0,2.65979,3,3,6,3,7
0,0,157.913,133,158,149,171,139
0,0,41.618,31,39,45,42,43
0,0,17.8123,18,13,21,16,19
0,0,107.549,102,107,110,111,98
0,0,229.095,228,244,194,196,231
0,0,117.105,131,123,121,114,123
0,0,53.0056,57,56,47,54,53
0,0,38.6632,32,37,39,40,33
0,0,18.1495,22,12,16,16,23
0,0,26.4584,19,26,26,28,25
0,0,98.8052,105,98,115,109,103
0,0,99.0376,110,109,85,91,108
0,0,108.72,117,126,104,115,113
0,0,203.83,183,195,212,203,205
0,0,193.797,198,196,226,194,202
0,0,42.9813,45,45,47,48,56
0,0,39.6918,34,27,29,42,42
0,0,45.7286,41,43,39,38,48
0,0,204.188,196,190,181,200,236
0,0,73.6998,85,79,61,76,75
0,0,240.493,231,255,224,244,225
0,0,76.904,77,73,79,73,88
0,0,82.5027,94,83,69,98,70
0,0,78.5184,63,93,89,84,77
0,0,123.485,123,99,138,111,138
0,0,71.9861,64,69,74,66,75
0,0,254.264,262,270,252,281,250
0,0,127.24,153,122,132,117,131
0,0,73.617,68,90,67,70,58
0,0,181.451,166,155,189,196,169
0,0,75.8932,73,80,77,84,79
0,0,72.8221,78,76,87,71,74
0,0,40.1528,38,35,35,46,39
0,0,217.14,182,225,190,220,219
0,0,9.54734,6,7,11,9,9
0,0,40.3874,38,41,43,33,55
0,0,134.411,132,146,115,121,145
0,0,15.968,13,23,19,14,22
0,0,272.815,248,264,286,285,277
0,0,66.6164,80,76,63,79,73
0,0,64.0833,61,66,56,49,60
0,0,66.7445,64,66,54,61,66
0,0,96.823,87,85,100,105,92
0,0,65.7631,57,70,77,60,65
0,0,316.547,297,332,309,316,294
0,0,141.236,145,146,133,159,125
0,0,2.92968,3,5,1,2,2
0,0,70.0411,81,67,55,60,71
0,0,78.5005,74,81,74,62,64
0,0,131.054,158,120,154,123,129
0,0,6.66905,8,7,6,4,2
0,0,63.2977,65,72,53,57,63
0,0,118.218,122,128,124,114,123
0,0,18.8634,20,27,17,18,19
0,0,103.654,102,88,129,101,110
0,0,173.676,175,166,165,167,191
0,0,45.9825,54,45,45,56,45
0,0,37.0818,38,25,37,27,40
0,0,72.157,74,73,70,60,63
0,0,206.113,204,192,212,222,196
0,0,73.6061,66,80,76,67,82
0,0,67.5988,81,72,59,72,69
0,0,203.361,180,208,221,210,180
0,0,222.78,240,239,222,244,234
0,0,57.6852,48,61,50,70,53
0,0,30.6533,23,29,35,24,30
0,0,58.4552,62,62,52,51,65
0,0,56.9681,56,58,54,42,51
0,0,2.18487,1,2,1,0,4
0,0,44.4241,34,49,50,44,42
0,0,86.7202,77,81,91,68,80
0,0,192.911,193,194,182,185,196
0,0,55.8738,54,42,64,58,58
0,0,40.1248,39,46,34,24,55
0,0,60.6184,64,61,70,62,46
0,0,127.292,125,124,135,145,147
0,0,54.0384,52,64,68,57,54
0,0,215.728,215,211,227,214,217
0,0,96.7328,99,85,98,101,103
0,0,204.048,212,176,203,195,197
0,0,32.4488,31,37,31,28,38
0,0,184.53,182,183,194,185,194
0,0,139.331,133,149,127,142,139
0,0,13.2415,11,12,15,9,11
0,0,49.472,47,50,51,48,51
